t,sx1,sy1,sx2,sy2,vx1,vy1,vx2,vy2,distance,compression, compression_x, compression_y, F1x, F1y, F2x, F2y
0.3378,3.3897,0,5.2254,0,-5.5549,0,5.8516,0,1.8357,-0.0821,0.0821,0,-158.46,0,158.46,0
0.3379,3.3891,0,5.226,0,-5.5628,0,5.8543,0,1.8369,-0.0816,0.0816,0,-156.812,0,156.812,0
0.338,3.3886,0,5.2266,0,-5.5706,0,5.8569,0,1.838,-0.081,0.081,0,-155.168,0,155.168,0
0.3381,3.388,0,5.2271,0,-5.5783,0,5.8594,0,1.8391,-0.0804,0.0804,0,-153.529,0,153.529,0
0.3382,3.3875,0,5.2277,0,-5.5859,0,5.862,0,1.8403,-0.0799,0.0799,0,-151.894,0,151.894,0
0.3383,3.3869,0,5.2283,0,-5.5935,0,5.8645,0,1.8414,-0.0793,0.0793,0,-150.263,0,150.263,0
0.3384,3.3863,0,5.2289,0,-5.6009,0,5.867,0,1.8426,-0.0787,0.0787,0,-148.637,0,148.637,0
0.3385,3.3858,0,5.2295,0,-5.6083,0,5.8694,0,1.8437,-0.0781,0.0781,0,-147.015,0,147.015,0
0.3386,3.3852,0,5.2301,0,-5.6156,0,5.8719,0,1.8449,-0.0776,0.0776,0,-145.398,0,145.398,0
0.3387,3.3846,0,5.2307,0,-5.6229,0,5.8743,0,1.846,-0.077,0.077,0,-143.785,0,143.785,0
0.3388,3.3841,0,5.2313,0,-5.63,0,5.8767,0,1.8472,-0.0764,0.0764,0,-142.177,0,142.177,0
0.3389,3.3835,0,5.2318,0,-5.6371,0,5.879,0,1.8483,-0.0758,0.0758,0,-140.574,0,140.574,0
0.339,3.383,0,5.2324,0,-5.6441,0,5.8814,0,1.8495,-0.0753,0.0753,0,-138.976,0,138.976,0
0.3391,3.3824,0,5.233,0,-5.651,0,5.8837,0,1.8506,-0.0747,0.0747,0,-137.382,0,137.382,0
0.3392,3.3818,0,5.2336,0,-5.6578,0,5.8859,0,1.8518,-0.0741,0.0741,0,-135.793,0,135.793,0
0.3393,3.3813,0,5.2342,0,-5.6646,0,5.8882,0,1.8529,-0.0735,0.0735,0,-134.209,0,134.209,0
0.3394,3.3807,0,5.2348,0,-5.6712,0,5.8904,0,1.8541,-0.073,0.073,0,-132.631,0,132.631,0
0.3395,3.3801,0,5.2354,0,-5.6778,0,5.8926,0,1.8552,-0.0724,0.0724,0,-131.057,0,131.057,0
0.3396,3.3796,0,5.236,0,-5.6843,0,5.8948,0,1.8564,-0.0718,0.0718,0,-129.488,0,129.488,0
0.3397,3.379,0,5.2366,0,-5.6908,0,5.8969,0,1.8576,-0.0712,0.0712,0,-127.925,0,127.925,0
0.3398,3.3784,0,5.2371,0,-5.6971,0,5.899,0,1.8587,-0.0706,0.0706,0,-126.366,0,126.366,0
0.3399,3.3779,0,5.2377,0,-5.7034,0,5.9011,0,1.8599,-0.0701,0.0701,0,-124.813,0,124.813,0
0.34,3.3773,0,5.2383,0,-5.7096,0,5.9032,0,1.861,-0.0695,0.0695,0,-123.266,0,123.266,0
0.3401,3.3767,0,5.2389,0,-5.7157,0,5.9052,0,1.8622,-0.0689,0.0689,0,-121.723,0,121.723,0
0.3402,3.3761,0,5.2395,0,-5.7218,0,5.9073,0,1.8634,-0.0683,0.0683,0,-120.186,0,120.186,0
0.3403,3.3756,0,5.2401,0,-5.7277,0,5.9092,0,1.8645,-0.0677,0.0677,0,-118.655,0,118.655,0
0.3404,3.375,0,5.2407,0,-5.7336,0,5.9112,0,1.8657,-0.0672,0.0672,0,-117.129,0,117.129,0
0.3405,3.3744,0,5.2413,0,-5.7395,0,5.9132,0,1.8669,-0.0666,0.0666,0,-115.608,0,115.608,0
0.3406,3.3738,0,5.2419,0,-5.7452,0,5.9151,0,1.868,-0.066,0.066,0,-114.093,0,114.093,0
0.3407,3.3733,0,5.2425,0,-5.7509,0,5.917,0,1.8692,-0.0654,0.0654,0,-112.584,0,112.584,0
0.3408,3.3727,0,5.2431,0,-5.7565,0,5.9188,0,1.8704,-0.0648,0.0648,0,-111.081,0,111.081,0
0.3409,3.3721,0,5.2436,0,-5.762,0,5.9207,0,1.8715,-0.0642,0.0642,0,-109.584,0,109.584,0
0.341,3.3715,0,5.2442,0,-5.7674,0,5.9225,0,1.8727,-0.0637,0.0637,0,-108.092,0,108.092,0
0.3411,3.371,0,5.2448,0,-5.7728,0,5.9243,0,1.8739,-0.0631,0.0631,0,-106.606,0,106.606,0
0.3412,3.3704,0,5.2454,0,-5.7781,0,5.926,0,1.875,-0.0625,0.0625,0,-105.126,0,105.126,0
0.3413,3.3698,0,5.246,0,-5.7833,0,5.9278,0,1.8762,-0.0619,0.0619,0,-103.653,0,103.653,0
0.3414,3.3692,0,5.2466,0,-5.7884,0,5.9295,0,1.8774,-0.0613,0.0613,0,-102.185,0,102.185,0
0.3415,3.3687,0,5.2472,0,-5.7935,0,5.9312,0,1.8785,-0.0607,0.0607,0,-100.723,0,100.723,0
0.3416,3.3681,0,5.2478,0,-5.7985,0,5.9328,0,1.8797,-0.0601,0.0601,0,-99.2681,0,99.2681,0
0.3417,3.3675,0,5.2484,0,-5.8034,0,5.9345,0,1.8809,-0.0596,0.0596,0,-97.819,0,97.819,0
0.3418,3.3669,0,5.249,0,-5.8083,0,5.9361,0,1.8821,-0.059,0.059,0,-96.3763,0,96.3763,0
0.3419,3.3663,0,5.2496,0,-5.8131,0,5.9377,0,1.8832,-0.0584,0.0584,0,-94.9399,0,94.9399,0
0.342,3.3657,0,5.2502,0,-5.8178,0,5.9393,0,1.8844,-0.0578,0.0578,0,-93.51,0,93.51,0
0.3421,3.3652,0,5.2508,0,-5.8224,0,5.9408,0,1.8856,-0.0572,0.0572,0,-92.0866,0,92.0866,0
0.3422,3.3646,0,5.2514,0,-5.827,0,5.9423,0,1.8868,-0.0566,0.0566,0,-90.6698,0,90.6698,0
0.3423,3.364,0,5.252,0,-5.8315,0,5.9438,0,1.888,-0.056,0.056,0,-89.2596,0,89.2596,0
0.3424,3.3634,0,5.2525,0,-5.8359,0,5.9453,0,1.8891,-0.0554,0.0554,0,-87.856,0,87.856,0
0.3425,3.3628,0,5.2531,0,-5.8403,0,5.9468,0,1.8903,-0.0549,0.0549,0,-86.4592,0,86.4592,0
0.3426,3.3622,0,5.2537,0,-5.8446,0,5.9482,0,1.8915,-0.0543,0.0543,0,-85.0692,0,85.0692,0
0.3427,3.3617,0,5.2543,0,-5.8488,0,5.9496,0,1.8927,-0.0537,0.0537,0,-83.6861,0,83.6861,0
0.3428,3.3611,0,5.2549,0,-5.8529,0,5.951,0,1.8938,-0.0531,0.0531,0,-82.3099,0,82.3099,0
0.3429,3.3605,0,5.2555,0,-5.857,0,5.9523,0,1.895,-0.0525,0.0525,0,-80.9407,0,80.9407,0
0.343,3.3599,0,5.2561,0,-5.861,0,5.9537,0,1.8962,-0.0519,0.0519,0,-79.5785,0,79.5785,0
0.3431,3.3593,0,5.2567,0,-5.865,0,5.955,0,1.8974,-0.0513,0.0513,0,-78.2235,0,78.2235,0
0.3432,3.3587,0,5.2573,0,-5.8688,0,5.9563,0,1.8986,-0.0507,0.0507,0,-76.8756,0,76.8756,0
0.3433,3.3581,0,5.2579,0,-5.8727,0,5.9576,0,1.8998,-0.0501,0.0501,0,-75.535,0,75.535,0
0.3434,3.3576,0,5.2585,0,-5.8764,0,5.9588,0,1.9009,-0.0495,0.0495,0,-74.2018,0,74.2018,0
0.3435,3.357,0,5.2591,0,-5.8801,0,5.96,0,1.9021,-0.0489,0.0489,0,-72.8759,0,72.8759,0
0.3436,3.3564,0,5.2597,0,-5.8837,0,5.9612,0,1.9033,-0.0484,0.0484,0,-71.5574,0,71.5574,0
0.3437,3.3558,0,5.2603,0,-5.8872,0,5.9624,0,1.9045,-0.0478,0.0478,0,-70.2465,0,70.2465,0
0.3438,3.3552,0,5.2609,0,-5.8907,0,5.9636,0,1.9057,-0.0472,0.0472,0,-68.9432,0,68.9432,0
0.3439,3.3546,0,5.2615,0,-5.8941,0,5.9647,0,1.9069,-0.0466,0.0466,0,-67.6476,0,67.6476,0
0.344,3.354,0,5.2621,0,-5.8975,0,5.9658,0,1.908,-0.046,0.046,0,-66.3596,0,66.3596,0
0.3441,3.3534,0,5.2627,0,-5.9008,0,5.9669,0,1.9092,-0.0454,0.0454,0,-65.0795,0,65.0795,0
0.3442,3.3528,0,5.2633,0,-5.904,0,5.968,0,1.9104,-0.0448,0.0448,0,-63.8072,0,63.8072,0
0.3443,3.3523,0,5.2639,0,-5.9071,0,5.969,0,1.9116,-0.0442,0.0442,0,-62.5429,0,62.5429,0
0.3444,3.3517,0,5.2645,0,-5.9102,0,5.9701,0,1.9128,-0.0436,0.0436,0,-61.2867,0,61.2867,0
0.3445,3.3511,0,5.2651,0,-5.9133,0,5.9711,0,1.914,-0.043,0.043,0,-60.0385,0,60.0385,0
0.3446,3.3505,0,5.2657,0,-5.9162,0,5.9721,0,1.9152,-0.0424,0.0424,0,-58.7985,0,58.7985,0
0.3447,3.3499,0,5.2663,0,-5.9191,0,5.973,0,1.9164,-0.0418,0.0418,0,-57.5667,0,57.5667,0
0.3448,3.3493,0,5.2669,0,-5.922,0,5.974,0,1.9176,-0.0412,0.0412,0,-56.3433,0,56.3433,0
0.3449,3.3487,0,5.2674,0,-5.9248,0,5.9749,0,1.9187,-0.0406,0.0406,0,-55.1283,0,55.1283,0
0.345,3.3481,0,5.268,0,-5.9275,0,5.9758,0,1.9199,-0.04,0.04,0,-53.9218,0,53.9218,0
0.3451,3.3475,0,5.2686,0,-5.9302,0,5.9767,0,1.9211,-0.0394,0.0394,0,-52.7238,0,52.7238,0
0.3452,3.3469,0,5.2692,0,-5.9328,0,5.9776,0,1.9223,-0.0388,0.0388,0,-51.5345,0,51.5345,0
0.3453,3.3463,0,5.2698,0,-5.9353,0,5.9784,0,1.9235,-0.0383,0.0383,0,-50.354,0,50.354,0
0.3454,3.3457,0,5.2704,0,-5.9378,0,5.9793,0,1.9247,-0.0377,0.0377,0,-49.1822,0,49.1822,0
0.3455,3.3451,0,5.271,0,-5.9402,0,5.9801,0,1.9259,-0.0371,0.0371,0,-48.0194,0,48.0194,0
0.3456,3.3446,0,5.2716,0,-5.9426,0,5.9809,0,1.9271,-0.0365,0.0365,0,-46.8656,0,46.8656,0
0.3457,3.344,0,5.2722,0,-5.9449,0,5.9816,0,1.9283,-0.0359,0.0359,0,-45.7209,0,45.7209,0
0.3458,3.3434,0,5.2728,0,-5.9472,0,5.9824,0,1.9295,-0.0353,0.0353,0,-44.5854,0,44.5854,0
0.3459,3.3428,0,5.2734,0,-5.9494,0,5.9831,0,1.9307,-0.0347,0.0347,0,-43.4591,0,43.4591,0
0.346,3.3422,0,5.274,0,-5.9515,0,5.9838,0,1.9319,-0.0341,0.0341,0,-42.3422,0,42.3422,0
0.3461,3.3416,0,5.2746,0,-5.9536,0,5.9845,0,1.933,-0.0335,0.0335,0,-41.2348,0,41.2348,0
0.3462,3.341,0,5.2752,0,-5.9557,0,5.9852,0,1.9342,-0.0329,0.0329,0,-40.137,0,40.137,0
0.3463,3.3404,0,5.2758,0,-5.9576,0,5.9859,0,1.9354,-0.0323,0.0323,0,-39.0489,0,39.0489,0
0.3464,3.3398,0,5.2764,0,-5.9596,0,5.9865,0,1.9366,-0.0317,0.0317,0,-37.9705,0,37.9705,0
0.3465,3.3392,0,5.277,0,-5.9614,0,5.9871,0,1.9378,-0.0311,0.0311,0,-36.902,0,36.902,0
0.3466,3.3386,0,5.2776,0,-5.9633,0,5.9878,0,1.939,-0.0305,0.0305,0,-35.8435,0,35.8435,0
0.3467,3.338,0,5.2782,0,-5.965,0,5.9883,0,1.9402,-0.0299,0.0299,0,-34.7952,0,34.7952,0
0.3468,3.3374,0,5.2788,0,-5.9667,0,5.9889,0,1.9414,-0.0293,0.0293,0,-33.757,0,33.757,0
0.3469,3.3368,0,5.2794,0,-5.9684,0,5.9895,0,1.9426,-0.0287,0.0287,0,-32.7292,0,32.7292,0
0.347,3.3362,0,5.28,0,-5.97,0,5.99,0,1.9438,-0.0281,0.0281,0,-31.7119,0,31.7119,0
0.3471,3.3356,0,5.2806,0,-5.9716,0,5.9905,0,1.945,-0.0275,0.0275,0,-30.7051,0,30.7051,0
0.3472,3.335,0,5.2812,0,-5.9731,0,5.991,0,1.9462,-0.0269,0.0269,0,-29.7091,0,29.7091,0
0.3473,3.3344,0,5.2818,0,-5.9745,0,5.9915,0,1.9474,-0.0263,0.0263,0,-28.7239,0,28.7239,0
0.3474,3.3338,0,5.2824,0,-5.9759,0,5.992,0,1.9486,-0.0257,0.0257,0,-27.7497,0,27.7497,0
0.3475,3.3332,0,5.283,0,-5.9773,0,5.9924,0,1.9498,-0.0251,0.0251,0,-26.7866,0,26.7866,0
0.3476,3.3326,0,5.2836,0,-5.9786,0,5.9929,0,1.951,-0.0245,0.0245,0,-25.8348,0,25.8348,0
0.3477,3.332,0,5.2842,0,-5.9799,0,5.9933,0,1.9522,-0.0239,0.0239,0,-24.8944,0,24.8944,0
0.3478,3.3314,0,5.2848,0,-5.9811,0,5.9937,0,1.9534,-0.0233,0.0233,0,-23.9655,0,23.9655,0
0.3479,3.3308,0,5.2854,0,-5.9823,0,5.9941,0,1.9546,-0.0227,0.0227,0,-23.0484,0,23.0484,0
0.348,3.3302,0,5.286,0,-5.9834,0,5.9945,0,1.9558,-0.0221,0.0221,0,-22.1432,0,22.1432,0
0.3481,3.3296,0,5.2866,0,-5.9845,0,5.9948,0,1.957,-0.0215,0.0215,0,-21.25,0,21.25,0
0.3482,3.329,0,5.2872,0,-5.9855,0,5.9952,0,1.9582,-0.0209,0.0209,0,-20.3691,0,20.3691,0
0.3483,3.3284,0,5.2878,0,-5.9865,0,5.9955,0,1.9594,-0.0203,0.0203,0,-19.5006,0,19.5006,0
0.3484,3.3278,0,5.2884,0,-5.9875,0,5.9958,0,1.9606,-0.0197,0.0197,0,-18.6447,0,18.6447,0
0.3485,3.3272,0,5.289,0,-5.9884,0,5.9961,0,1.9618,-0.0191,0.0191,0,-17.8017,0,17.8017,0
0.3486,3.3266,0,5.2896,0,-5.9893,0,5.9964,0,1.963,-0.0185,0.0185,0,-16.9716,0,16.9716,0
0.3487,3.326,0,5.2902,0,-5.9901,0,5.9967,0,1.9642,-0.0179,0.0179,0,-16.1548,0,16.1548,0
0.3488,3.3254,0,5.2908,0,-5.9909,0,5.997,0,1.9654,-0.0173,0.0173,0,-15.3515,0,15.3515,0
0.3489,3.3248,0,5.2914,0,-5.9916,0,5.9972,0,1.9666,-0.0167,0.0167,0,-14.5619,0,14.5619,0
0.349,3.3242,0,5.292,0,-5.9923,0,5.9974,0,1.9678,-0.0161,0.0161,0,-13.7862,0,13.7862,0
0.3491,3.3236,0,5.2926,0,-5.993,0,5.9977,0,1.969,-0.0155,0.0155,0,-13.0248,0,13.0248,0
0.3492,3.323,0,5.2932,0,-5.9936,0,5.9979,0,1.9702,-0.0149,0.0149,0,-12.2778,0,12.2778,0
0.3493,3.3225,0,5.2938,0,-5.9942,0,5.9981,0,1.9714,-0.0143,0.0143,0,-11.5457,0,11.5457,0
0.3494,3.3219,0,5.2944,0,-5.9948,0,5.9983,0,1.9725,-0.0137,0.0137,0,-10.8287,0,10.8287,0
0.3495,3.3213,0,5.295,0,-5.9953,0,5.9984,0,1.9737,-0.0131,0.0131,0,-10.1271,0,10.1271,0
0.3496,3.3207,0,5.2956,0,-5.9958,0,5.9986,0,1.9749,-0.0125,0.0125,0,-9.4414,0,9.4414,0
0.3497,3.3201,0,5.2962,0,-5.9963,0,5.9988,0,1.9761,-0.0119,0.0119,0,-8.7718,0,8.7718,0
0.3498,3.3195,0,5.2968,0,-5.9967,0,5.9989,0,1.9773,-0.0113,0.0113,0,-8.1188,0,8.1188,0
0.3499,3.3189,0,5.2974,0,-5.9971,0,5.999,0,1.9785,-0.0107,0.0107,0,-7.4828,0,7.4828,0
0.35,3.3183,0,5.298,0,-5.9974,0,5.9991,0,1.9797,-0.0101,0.0101,0,-6.8644,0,6.8644,0
0.3501,3.3177,0,5.2986,0,-5.9978,0,5.9993,0,1.9809,-0.0095,0.0095,0,-6.2639,0,6.2639,0
0.3502,3.3171,0,5.2992,0,-5.9981,0,5.9994,0,1.9821,-0.0089,0.0089,0,-5.6821,0,5.6821,0
0.3503,3.3165,0,5.2998,0,-5.9983,0,5.9994,0,1.9833,-0.0083,0.0083,0,-5.1195,0,5.1195,0
0.3504,3.3159,0,5.3004,0,-5.9986,0,5.9995,0,1.9845,-0.0077,0.0077,0,-4.5767,0,4.5767,0
0.3505,3.3153,0,5.301,0,-5.9988,0,5.9996,0,1.9857,-0.0071,0.0071,0,-4.0546,0,4.0546,0
0.3506,3.3147,0,5.3016,0,-5.999,0,5.9997,0,1.9869,-0.0065,0.0065,0,-3.554,0,3.554,0
0.3507,3.3141,0,5.3022,0,-5.9991,0,5.9997,0,1.9881,-0.0059,0.0059,0,-3.0759,0,3.0759,0
0.3508,3.3135,0,5.3028,0,-5.9993,0,5.9998,0,1.9893,-0.0053,0.0053,0,-2.6214,0,2.6214,0
0.3509,3.3129,0,5.3034,0,-5.9994,0,5.9998,0,1.9905,-0.0047,0.0047,0,-2.1917,0,2.1917,0
0.351,3.3123,0,5.304,0,-5.9995,0,5.9998,0,1.9917,-0.0041,0.0041,0,-1.7885,0,1.7885,0
0.3511,3.3117,0,5.3046,0,-5.9996,0,5.9999,0,1.9929,-0.0035,0.0035,0,-1.4136,0,1.4136,0
0.3512,3.3111,0,5.3052,0,-5.9997,0,5.9999,0,1.9941,-0.0029,0.0029,0,-1.0693,0,1.0693,0
0.3513,3.3105,0,5.3058,0,-5.9997,0,5.9999,0,1.9953,-0.0023,0.0023,0,-0.7587,0,0.7587,0
0.3514,3.3099,0,5.3064,0,-5.9997,0,5.9999,0,1.9965,-0.0017,0.0017,0,-0.4858,0,0.4858,0
0.3515,3.3093,0,5.307,0,-5.9997,0,5.9999,0,1.9977,-0.0011,0.0011,0,-0.2569,0,0.2569,0
0.3516,3.3087,0,5.3076,0,-5.9998,0,5.9999,0,1.9989,-0.0005,0.0005,0,-0.083,0,0.083,0
0.3517,3.3081,0,5.3081,0,-5.9998,0,5.9999,0,2,0,0,0,-0.0001,0,0.0001,0
0.354,3.2944,0,5.3219,0,-5.9998,0,5.9999,0,2.0275,0,0,0,-0.0001,0,0.0001,0
