t,sx1,sy1,sx2,sy2,vx1,vy1,vx2,vy2,distance,compression, compression_x, compression_y, F1x, F1y, F2x, F2y
0.3198,3.47,0,5.1265,-0,-2.8583,0,4.9528,-0,1.6565,-0.1718,0.1718,-0,-470.521,0,470.521,-0,
0.3198,3.47,0,5.1265,-0,-2.8606,0,4.9535,-0,1.6566,-0.1717,0.1717,-0,-470.34,0,470.34,-0,
0.3198,3.4699,0,5.1266,-0,-2.863,0,4.9543,-0,1.6566,-0.1717,0.1717,-0,-470.159,0,470.159,-0,
0.3198,3.4699,0,5.1266,-0,-2.8653,0,4.9551,-0,1.6567,-0.1716,0.1716,-0,-469.978,0,469.978,-0,
0.3198,3.4699,0,5.1267,-0,-2.8677,0,4.9559,-0,1.6568,-0.1716,0.1716,-0,-469.797,0,469.797,-0,
0.3198,3.4698,0,5.1267,-0,-2.87,0,4.9567,-0,1.6569,-0.1716,0.1716,-0,-469.616,0,469.616,-0,
0.3198,3.4698,0,5.1268,-0,-2.8724,0,4.9575,-0,1.657,-0.1715,0.1715,-0,-469.435,0,469.435,-0,
0.3199,3.4698,0,5.1268,-0,-2.8747,0,4.9582,-0,1.657,-0.1715,0.1715,-0,-469.254,0,469.254,-0,
0.3199,3.4698,0,5.1269,-0,-2.8771,0,4.959,-0,1.6571,-0.1714,0.1714,-0,-469.073,0,469.073,-0,
0.3199,3.4697,0,5.1269,-0,-2.8794,0,4.9598,-0,1.6572,-0.1714,0.1714,-0,-468.892,0,468.892,-0,
0.3199,3.4697,0,5.127,-0,-2.8818,0,4.9606,-0,1.6573,-0.1714,0.1714,-0,-468.711,0,468.711,-0,
0.3199,3.4697,0,5.127,-0,-2.8841,0,4.9614,-0,1.6573,-0.1713,0.1713,-0,-468.53,0,468.53,-0,
0.3199,3.4696,0,5.1271,-0,-2.8864,0,4.9621,-0,1.6574,-0.1713,0.1713,-0,-468.349,0,468.349,-0,
0.3199,3.4696,0,5.1271,-0,-2.8888,0,4.9629,-0,1.6575,-0.1713,0.1713,-0,-468.167,0,468.167,-0,
0.3199,3.4696,0,5.1272,-0,-2.8911,0,4.9637,-0,1.6576,-0.1712,0.1712,-0,-467.986,0,467.986,-0,
0.3199,3.4695,0,5.1272,-0,-2.8935,0,4.9645,-0,1.6577,-0.1712,0.1712,-0,-467.805,0,467.805,-0,
0.3199,3.4695,0,5.1273,-0,-2.8958,0,4.9653,-0,1.6577,-0.1711,0.1711,-0,-467.623,0,467.623,-0,
0.32,3.4695,0,5.1273,-0,-2.8981,0,4.966,-0,1.6578,-0.1711,0.1711,-0,-467.442,0,467.442,-0,
0.32,3.4695,0,5.1274,-0,-2.9005,0,4.9668,-0,1.6579,-0.1711,0.1711,-0,-467.26,0,467.26,-0,
0.32,3.4694,0,5.1274,-0,-2.9028,0,4.9676,-0,1.658,-0.171,0.171,-0,-467.079,0,467.079,-0,
0.32,3.4694,0,5.1275,-0,-2.9051,0,4.9684,-0,1.6581,-0.171,0.171,-0,-466.897,0,466.897,-0,
0.32,3.4694,0,5.1275,-0,-2.9075,0,4.9692,-0,1.6581,-0.1709,0.1709,-0,-466.716,0,466.716,-0,
0.32,3.4693,0,5.1276,-0,-2.9098,0,4.9699,-0,1.6582,-0.1709,0.1709,-0,-466.534,0,466.534,-0,
0.32,3.4693,0,5.1276,-0,-2.9121,0,4.9707,-0,1.6583,-0.1709,0.1709,-0,-466.353,0,466.353,-0,
0.32,3.4693,0,5.1277,-0,-2.9145,0,4.9715,-0,1.6584,-0.1708,0.1708,-0,-466.171,0,466.171,-0,
0.32,3.4693,0,5.1277,-0,-2.9168,0,4.9723,-0,1.6584,-0.1708,0.1708,-0,-465.989,0,465.989,-0,
0.32,3.4692,0,5.1278,-0,-2.9191,0,4.973,-0,1.6585,-0.1707,0.1707,-0,-465.808,0,465.808,-0,
0.3201,3.4692,0,5.1278,-0,-2.9215,0,4.9738,-0,1.6586,-0.1707,0.1707,-0,-465.626,0,465.626,-0,
0.3201,3.4692,0,5.1279,-0,-2.9238,0,4.9746,-0,1.6587,-0.1707,0.1707,-0,-465.444,0,465.444,-0,
0.3201,3.4691,0,5.1279,-0,-2.9261,0,4.9754,-0,1.6588,-0.1706,0.1706,-0,-465.262,0,465.262,-0,
0.3201,3.4691,0,5.128,-0,-2.9284,0,4.9761,-0,1.6588,-0.1706,0.1706,-0,-465.08,0,465.08,-0,
0.3201,3.4691,0,5.128,-0,-2.9308,0,4.9769,-0,1.6589,-0.1705,0.1705,-0,-464.898,0,464.898,-0,
0.3201,3.4691,0,5.1281,-0,-2.9331,0,4.9777,-0,1.659,-0.1705,0.1705,-0,-464.716,0,464.716,-0,
0.3201,3.469,0,5.1281,-0,-2.9354,0,4.9785,-0,1.6591,-0.1705,0.1705,-0,-464.534,0,464.534,-0,
0.3201,3.469,0,5.1282,-0,-2.9377,0,4.9792,-0,1.6592,-0.1704,0.1704,-0,-464.352,0,464.352,-0,
0.3201,3.469,0,5.1282,-0,-2.9401,0,4.98,-0,1.6592,-0.1704,0.1704,-0,-464.17,0,464.17,-0,
0.3201,3.4689,0,5.1283,-0,-2.9424,0,4.9808,-0,1.6593,-0.1703,0.1703,-0,-463.988,0,463.988,-0,
0.3202,3.4689,0,5.1283,-0,-2.9447,0,4.9816,-0,1.6594,-0.1703,0.1703,-0,-463.806,0,463.806,-0,
0.3202,3.4689,0,5.1284,-0,-2.947,0,4.9823,-0,1.6595,-0.1703,0.1703,-0,-463.624,0,463.624,-0,
0.3202,3.4688,0,5.1284,-0,-2.9493,0,4.9831,-0,1.6596,-0.1702,0.1702,-0,-463.441,0,463.441,-0,
0.3202,3.4688,0,5.1285,-0,-2.9517,0,4.9839,-0,1.6596,-0.1702,0.1702,-0,-463.259,0,463.259,-0,
0.3202,3.4688,0,5.1285,-0,-2.954,0,4.9847,-0,1.6597,-0.1701,0.1701,-0,-463.077,0,463.077,-0,
0.3202,3.4688,0,5.1286,-0,-2.9563,0,4.9854,-0,1.6598,-0.1701,0.1701,-0,-462.894,0,462.894,-0,
0.3202,3.4687,0,5.1286,-0,-2.9586,0,4.9862,-0,1.6599,-0.1701,0.1701,-0,-462.712,0,462.712,-0,
0.3202,3.4687,0,5.1287,-0,-2.9609,0,4.987,-0,1.66,-0.17,0.17,-0,-462.53,0,462.53,-0,
0.3202,3.4687,0,5.1287,-0,-2.9632,0,4.9877,-0,1.66,-0.17,0.17,-0,-462.347,0,462.347,-0,
0.3202,3.4686,0,5.1288,-0,-2.9655,0,4.9885,-0,1.6601,-0.1699,0.1699,-0,-462.165,0,462.165,-0,
0.3203,3.4686,0,5.1288,-0,-2.9678,0,4.9893,-0,1.6602,-0.1699,0.1699,-0,-461.982,0,461.982,-0,
0.3203,3.4686,0,5.1289,-0,-2.9702,0,4.9901,-0,1.6603,-0.1699,0.1699,-0,-461.8,0,461.8,-0,
0.3203,3.4686,0,5.1289,-0,-2.9725,0,4.9908,-0,1.6603,-0.1698,0.1698,-0,-461.617,0,461.617,-0,
0.3203,3.4685,0,5.129,-0,-2.9748,0,4.9916,-0,1.6604,-0.1698,0.1698,-0,-461.435,0,461.435,-0,
0.3203,3.4685,0,5.129,-0,-2.9771,0,4.9924,-0,1.6605,-0.1697,0.1697,-0,-461.252,0,461.252,-0,
0.3203,3.4685,0,5.1291,-0,-2.9794,0,4.9931,-0,1.6606,-0.1697,0.1697,-0,-461.069,0,461.069,-0,
0.3203,3.4684,0,5.1291,-0,-2.9817,0,4.9939,-0,1.6607,-0.1697,0.1697,-0,-460.886,0,460.886,-0,
0.3203,3.4684,0,5.1291,-0,-2.984,0,4.9947,-0,1.6607,-0.1696,0.1696,-0,-460.704,0,460.704,-0,
0.3203,3.4684,0,5.1292,-0,-2.9863,0,4.9954,-0,1.6608,-0.1696,0.1696,-0,-460.521,0,460.521,-0,
0.3203,3.4683,0,5.1292,-0,-2.9886,0,4.9962,-0,1.6609,-0.1696,0.1696,-0,-460.338,0,460.338,-0,
0.3204,3.4683,0,5.1293,-0,-2.9909,0,4.997,-0,1.661,-0.1695,0.1695,-0,-460.155,0,460.155,-0,
0.3204,3.4683,0,5.1293,-0,-2.9932,0,4.9977,-0,1.6611,-0.1695,0.1695,-0,-459.972,0,459.972,-0,
0.3204,3.4683,0,5.1294,-0,-2.9955,0,4.9985,-0,1.6611,-0.1694,0.1694,-0,-459.789,0,459.789,-0,
0.3204,3.4682,0,5.1294,-0,-2.9978,0,4.9993,-0,1.6612,-0.1694,0.1694,-0,-459.606,0,459.606,-0,
0.3204,3.4682,0,5.1295,-0,-3.0001,0,5,-0,1.6613,-0.1694,0.1694,-0,-459.423,0,459.423,-0,
0.3204,3.4682,0,5.1295,-0,-3.0024,0,5.0008,-0,1.6614,-0.1693,0.1693,-0,-459.24,0,459.24,-0,
0.3204,3.4681,0,5.1296,-0,-3.0047,0,5.0016,-0,1.6615,-0.1693,0.1693,-0,-459.057,0,459.057,-0,
0.3204,3.4681,0,5.1296,-0,-3.007,0,5.0023,-0,1.6615,-0.1692,0.1692,-0,-458.874,0,458.874,-0,
0.3204,3.4681,0,5.1297,-0,-3.0093,0,5.0031,-0,1.6616,-0.1692,0.1692,-0,-458.691,0,458.691,-0,
0.3204,3.468,0,5.1297,-0,-3.0116,0,5.0039,-0,1.6617,-0.1692,0.1692,-0,-458.508,0,458.508,-0,
0.3205,3.468,0,5.1298,-0,-3.0139,0,5.0046,-0,1.6618,-0.1691,0.1691,-0,-458.325,0,458.325,-0,
0.3205,3.468,0,5.1298,-0,-3.0162,0,5.0054,-0,1.6619,-0.1691,0.1691,-0,-458.141,0,458.141,-0,
0.3205,3.468,0,5.1299,-0,-3.0184,0,5.0061,-0,1.6619,-0.169,0.169,-0,-457.958,0,457.958,-0,
0.3205,3.4679,0,5.13,-0,-3.0207,0,5.0069,-0,1.662,-0.169,0.169,-0,-457.775,0,457.775,-0,
0.3205,3.4679,0,5.13,-0,-3.023,0,5.0077,-0,1.6621,-0.1689,0.1689,-0,-457.591,0,457.591,-0,
0.3205,3.4679,0,5.1301,-0,-3.0253,0,5.0084,-0,1.6622,-0.1689,0.1689,-0,-457.408,0,457.408,-0,
0.3205,3.4678,0,5.1301,-0,-3.0276,0,5.0092,-0,1.6623,-0.1689,0.1689,-0,-457.224,0,457.224,-0,
0.3205,3.4678,0,5.1302,-0,-3.0299,0,5.01,-0,1.6623,-0.1688,0.1688,-0,-457.041,0,457.041,-0,
0.3205,3.4678,0,5.1302,-0,-3.0322,0,5.0107,-0,1.6624,-0.1688,0.1688,-0,-456.858,0,456.858,-0,
0.3205,3.4677,0,5.1303,-0,-3.0344,0,5.0115,-0,1.6625,-0.1687,0.1687,-0,-456.674,0,456.674,-0,
0.3206,3.4677,0,5.1303,-0,-3.0367,0,5.0122,-0,1.6626,-0.1687,0.1687,-0,-456.49,0,456.49,-0,
0.3206,3.4677,0,5.1304,-0,-3.039,0,5.013,-0,1.6627,-0.1687,0.1687,-0,-456.307,0,456.307,-0,
0.3206,3.4676,0,5.1304,-0,-3.0413,0,5.0138,-0,1.6628,-0.1686,0.1686,-0,-456.123,0,456.123,-0,
0.3206,3.4676,0,5.1305,-0,-3.0436,0,5.0145,-0,1.6628,-0.1686,0.1686,-0,-455.94,0,455.94,-0,
0.3206,3.4676,0,5.1305,-0,-3.0459,0,5.0153,-0,1.6629,-0.1685,0.1685,-0,-455.756,0,455.756,-0,
0.3206,3.4676,0,5.1306,-0,-3.0481,0,5.016,-0,1.663,-0.1685,0.1685,-0,-455.572,0,455.572,-0,
0.3206,3.4675,0,5.1306,-0,-3.0504,0,5.0168,-0,1.6631,-0.1685,0.1685,-0,-455.388,0,455.388,-0,
0.3206,3.4675,0,5.1307,-0,-3.0527,0,5.0176,-0,1.6632,-0.1684,0.1684,-0,-455.204,0,455.204,-0,
0.3206,3.4675,0,5.1307,-0,-3.055,0,5.0183,-0,1.6632,-0.1684,0.1684,-0,-455.021,0,455.021,-0,
0.3206,3.4674,0,5.1308,-0,-3.0572,0,5.0191,-0,1.6633,-0.1683,0.1683,-0,-454.837,0,454.837,-0,
0.3207,3.4674,0,5.1308,-0,-3.0595,0,5.0198,-0,1.6634,-0.1683,0.1683,-0,-454.653,0,454.653,-0,
0.3207,3.4674,0,5.1309,-0,-3.0618,0,5.0206,-0,1.6635,-0.1683,0.1683,-0,-454.469,0,454.469,-0,
0.3207,3.4673,0,5.1309,-0,-3.0641,0,5.0214,-0,1.6636,-0.1682,0.1682,-0,-454.285,0,454.285,-0,
0.3207,3.4673,0,5.131,-0,-3.0663,0,5.0221,-0,1.6636,-0.1682,0.1682,-0,-454.101,0,454.101,-0,
0.3207,3.4673,0,5.131,-0,-3.0686,0,5.0229,-0,1.6637,-0.1681,0.1681,-0,-453.917,0,453.917,-0,
0.3207,3.4673,0,5.1311,-0,-3.0709,0,5.0236,-0,1.6638,-0.1681,0.1681,-0,-453.733,0,453.733,-0,
0.3207,3.4672,0,5.1311,-0,-3.0731,0,5.0244,-0,1.6639,-0.1681,0.1681,-0,-453.549,0,453.549,-0,
0.3207,3.4672,0,5.1312,-0,-3.0754,0,5.0251,-0,1.664,-0.168,0.168,-0,-453.365,0,453.365,-0,
0.3207,3.4672,0,5.1312,-0,-3.0777,0,5.0259,-0,1.664,-0.168,0.168,-0,-453.18,0,453.18,-0,
0.3207,3.4671,0,5.1313,-0,-3.0799,0,5.0266,-0,1.6641,-0.1679,0.1679,-0,-452.996,0,452.996,-0,
0.3208,3.4671,0,5.1313,-0,-3.0822,0,5.0274,-0,1.6642,-0.1679,0.1679,-0,-452.812,0,452.812,-0,
0.3208,3.4671,0,5.1314,-0,-3.0845,0,5.0282,-0,1.6643,-0.1679,0.1679,-0,-452.628,0,452.628,-0,
0.3208,3.467,0,5.1314,-0,-3.0867,0,5.0289,-0,1.6644,-0.1678,0.1678,-0,-452.443,0,452.443,-0,
0.3208,3.467,0,5.1315,-0,-3.089,0,5.0297,-0,1.6645,-0.1678,0.1678,-0,-452.259,0,452.259,-0,
0.3208,3.467,0,5.1315,-0,-3.0912,0,5.0304,-0,1.6645,-0.1677,0.1677,-0,-452.075,0,452.075,-0,
0.3208,3.4669,0,5.1316,-0,-3.0935,0,5.0312,-0,1.6646,-0.1677,0.1677,-0,-451.89,0,451.89,-0,
0.3208,3.4669,0,5.1316,-0,-3.0958,0,5.0319,-0,1.6647,-0.1677,0.1677,-0,-451.706,0,451.706,-0,
0.3208,3.4669,0,5.1317,-0,-3.098,0,5.0327,-0,1.6648,-0.1676,0.1676,-0,-451.522,0,451.522,-0,
0.3208,3.4669,0,5.1317,-0,-3.1003,0,5.0334,-0,1.6649,-0.1676,0.1676,-0,-451.337,0,451.337,-0,
0.3208,3.4668,0,5.1318,-0,-3.1025,0,5.0342,-0,1.6649,-0.1675,0.1675,-0,-451.153,0,451.153,-0,
0.3209,3.4668,0,5.1318,-0,-3.1048,0,5.0349,-0,1.665,-0.1675,0.1675,-0,-450.968,0,450.968,-0,
0.3209,3.4668,0,5.1319,-0,-3.107,0,5.0357,-0,1.6651,-0.1675,0.1675,-0,-450.784,0,450.784,-0,
0.3209,3.4667,0,5.1319,-0,-3.1093,0,5.0364,-0,1.6652,-0.1674,0.1674,-0,-450.599,0,450.599,-0,
0.3209,3.4667,0,5.132,-0,-3.1115,0,5.0372,-0,1.6653,-0.1674,0.1674,-0,-450.414,0,450.414,-0,
0.3209,3.4667,0,5.132,-0,-3.1138,0,5.0379,-0,1.6653,-0.1673,0.1673,-0,-450.23,0,450.23,-0,
0.3209,3.4666,0,5.1321,-0,-3.1161,0,5.0387,-0,1.6654,-0.1673,0.1673,-0,-450.045,0,450.045,-0,
0.3209,3.4666,0,5.1321,-0,-3.1183,0,5.0394,-0,1.6655,-0.1672,0.1672,-0,-449.86,0,449.86,-0,
0.3209,3.4666,0,5.1322,-0,-3.1205,0,5.0402,-0,1.6656,-0.1672,0.1672,-0,-449.675,0,449.675,-0,
0.3209,3.4665,0,5.1322,-0,-3.1228,0,5.0409,-0,1.6657,-0.1672,0.1672,-0,-449.491,0,449.491,-0,
0.3209,3.4665,0,5.1323,-0,-3.125,0,5.0417,-0,1.6658,-0.1671,0.1671,-0,-449.306,0,449.306,-0,
0.321,3.4665,0,5.1323,-0,-3.1273,0,5.0424,-0,1.6658,-0.1671,0.1671,-0,-449.121,0,449.121,-0,
0.321,3.4664,0,5.1324,-0,-3.1295,0,5.0432,-0,1.6659,-0.167,0.167,-0,-448.936,0,448.936,-0,
0.321,3.4664,0,5.1324,-0,-3.1318,0,5.0439,-0,1.666,-0.167,0.167,-0,-448.751,0,448.751,-0,
0.321,3.4664,0,5.1325,-0,-3.134,0,5.0447,-0,1.6661,-0.167,0.167,-0,-448.566,0,448.566,-0,
0.321,3.4664,0,5.1325,-0,-3.1363,0,5.0454,-0,1.6662,-0.1669,0.1669,-0,-448.381,0,448.381,-0,
0.321,3.4663,0,5.1326,-0,-3.1385,0,5.0462,-0,1.6662,-0.1669,0.1669,-0,-448.196,0,448.196,-0,
0.321,3.4663,0,5.1326,-0,-3.1407,0,5.0469,-0,1.6663,-0.1668,0.1668,-0,-448.011,0,448.011,-0,
0.321,3.4663,0,5.1327,-0,-3.143,0,5.0477,-0,1.6664,-0.1668,0.1668,-0,-447.826,0,447.826,-0,
0.321,3.4662,0,5.1327,-0,-3.1452,0,5.0484,-0,1.6665,-0.1668,0.1668,-0,-447.641,0,447.641,-0,
0.321,3.4662,0,5.1328,-0,-3.1475,0,5.0492,-0,1.6666,-0.1667,0.1667,-0,-447.456,0,447.456,-0,
0.3211,3.4662,0,5.1328,-0,-3.1497,0,5.0499,-0,1.6667,-0.1667,0.1667,-0,-447.271,0,447.271,-0,
0.3211,3.4661,0,5.1329,-0,-3.1519,0,5.0506,-0,1.6667,-0.1666,0.1666,-0,-447.085,0,447.085,-0,
0.3211,3.4661,0,5.1329,-0,-3.1542,0,5.0514,-0,1.6668,-0.1666,0.1666,-0,-446.9,0,446.9,-0,
0.3211,3.4661,0,5.133,-0,-3.1564,0,5.0521,-0,1.6669,-0.1666,0.1666,-0,-446.715,0,446.715,-0,
0.3211,3.466,0,5.133,-0,-3.1586,0,5.0529,-0,1.667,-0.1665,0.1665,-0,-446.53,0,446.53,-0,
0.3211,3.466,0,5.1331,-0,-3.1609,0,5.0536,-0,1.6671,-0.1665,0.1665,-0,-446.344,0,446.344,-0,
0.3211,3.466,0,5.1331,-0,-3.1631,0,5.0544,-0,1.6671,-0.1664,0.1664,-0,-446.159,0,446.159,-0,
0.3211,3.4659,0,5.1332,-0,-3.1653,0,5.0551,-0,1.6672,-0.1664,0.1664,-0,-445.974,0,445.974,-0,
0.3211,3.4659,0,5.1332,-0,-3.1676,0,5.0559,-0,1.6673,-0.1663,0.1663,-0,-445.788,0,445.788,-0,
0.3211,3.4659,0,5.1333,-0,-3.1698,0,5.0566,-0,1.6674,-0.1663,0.1663,-0,-445.603,0,445.603,-0,
0.3212,3.4658,0,5.1333,-0,-3.172,0,5.0573,-0,1.6675,-0.1663,0.1663,-0,-445.417,0,445.417,-0,
0.3212,3.4658,0,5.1334,-0,-3.1742,0,5.0581,-0,1.6676,-0.1662,0.1662,-0,-445.232,0,445.232,-0,
0.3212,3.4658,0,5.1334,-0,-3.1765,0,5.0588,-0,1.6676,-0.1662,0.1662,-0,-445.046,0,445.046,-0,
0.3212,3.4658,0,5.1335,-0,-3.1787,0,5.0596,-0,1.6677,-0.1661,0.1661,-0,-444.861,0,444.861,-0,
0.3212,3.4657,0,5.1335,-0,-3.1809,0,5.0603,-0,1.6678,-0.1661,0.1661,-0,-444.675,0,444.675,-0,
0.3212,3.4657,0,5.1336,-0,-3.1831,0,5.061,-0,1.6679,-0.1661,0.1661,-0,-444.489,0,444.489,-0,
0.3212,3.4657,0,5.1336,-0,-3.1854,0,5.0618,-0,1.668,-0.166,0.166,-0,-444.304,0,444.304,-0,
0.3212,3.4656,0,5.1337,-0,-3.1876,0,5.0625,-0,1.6681,-0.166,0.166,-0,-444.118,0,444.118,-0,
0.3212,3.4656,0,5.1337,-0,-3.1898,0,5.0633,-0,1.6681,-0.1659,0.1659,-0,-443.932,0,443.932,-0,
0.3212,3.4656,0,5.1338,-0,-3.192,0,5.064,-0,1.6682,-0.1659,0.1659,-0,-443.747,0,443.747,-0,
0.3213,3.4655,0,5.1338,-0,-3.1942,0,5.0647,-0,1.6683,-0.1659,0.1659,-0,-443.561,0,443.561,-0,
0.3213,3.4655,0,5.1339,-0,-3.1965,0,5.0655,-0,1.6684,-0.1658,0.1658,-0,-443.375,0,443.375,-0,
0.3213,3.4655,0,5.1339,-0,-3.1987,0,5.0662,-0,1.6685,-0.1658,0.1658,-0,-443.189,0,443.189,-0,
0.3213,3.4654,0,5.134,-0,-3.2009,0,5.067,-0,1.6685,-0.1657,0.1657,-0,-443.003,0,443.003,-0,
0.3213,3.4654,0,5.134,-0,-3.2031,0,5.0677,-0,1.6686,-0.1657,0.1657,-0,-442.817,0,442.817,-0,
0.3213,3.4654,0,5.1341,-0,-3.2053,0,5.0684,-0,1.6687,-0.1656,0.1656,-0,-442.632,0,442.632,-0,
0.3213,3.4653,0,5.1341,-0,-3.2075,0,5.0692,-0,1.6688,-0.1656,0.1656,-0,-442.446,0,442.446,-0,
0.3213,3.4653,0,5.1342,-0,-3.2097,0,5.0699,-0,1.6689,-0.1656,0.1656,-0,-442.26,0,442.26,-0,
0.3213,3.4653,0,5.1342,-0,-3.212,0,5.0707,-0,1.669,-0.1655,0.1655,-0,-442.074,0,442.074,-0,
0.3213,3.4652,0,5.1343,-0,-3.2142,0,5.0714,-0,1.669,-0.1655,0.1655,-0,-441.888,0,441.888,-0,
0.3214,3.4652,0,5.1343,-0,-3.2164,0,5.0721,-0,1.6691,-0.1654,0.1654,-0,-441.702,0,441.702,-0,
0.3214,3.4652,0,5.1344,-0,-3.2186,0,5.0729,-0,1.6692,-0.1654,0.1654,-0,-441.516,0,441.516,-0,
0.3214,3.4651,0,5.1344,-0,-3.2208,0,5.0736,-0,1.6693,-0.1654,0.1654,-0,-441.329,0,441.329,-0,
0.3214,3.4651,0,5.1345,-0,-3.223,0,5.0743,-0,1.6694,-0.1653,0.1653,-0,-441.143,0,441.143,-0,
0.3214,3.4651,0,5.1345,-0,-3.2252,0,5.0751,-0,1.6695,-0.1653,0.1653,-0,-440.957,0,440.957,-0,
0.3214,3.465,0,5.1346,-0,-3.2274,0,5.0758,-0,1.6695,-0.1652,0.1652,-0,-440.771,0,440.771,-0,
0.3214,3.465,0,5.1346,-0,-3.2296,0,5.0765,-0,1.6696,-0.1652,0.1652,-0,-440.585,0,440.585,-0,
0.3214,3.465,0,5.1347,-0,-3.2318,0,5.0773,-0,1.6697,-0.1652,0.1652,-0,-440.399,0,440.399,-0,
0.3214,3.4649,0,5.1347,-0,-3.234,0,5.078,-0,1.6698,-0.1651,0.1651,-0,-440.212,0,440.212,-0,
0.3214,3.4649,0,5.1348,-0,-3.2362,0,5.0787,-0,1.6699,-0.1651,0.1651,-0,-440.026,0,440.026,-0,
0.3215,3.4649,0,5.1348,-0,-3.2384,0,5.0795,-0,1.67,-0.165,0.165,-0,-439.84,0,439.84,-0,
0.3215,3.4649,0,5.1349,-0,-3.2406,0,5.0802,-0,1.67,-0.165,0.165,-0,-439.653,0,439.653,-0,
0.3215,3.4648,0,5.1349,-0,-3.2428,0,5.0809,-0,1.6701,-0.1649,0.1649,-0,-439.467,0,439.467,-0,
0.3215,3.4648,0,5.135,-0,-3.245,0,5.0817,-0,1.6702,-0.1649,0.1649,-0,-439.281,0,439.281,-0,
0.3215,3.4648,0,5.135,-0,-3.2472,0,5.0824,-0,1.6703,-0.1649,0.1649,-0,-439.094,0,439.094,-0,
0.3215,3.4647,0,5.1351,-0,-3.2494,0,5.0831,-0,1.6704,-0.1648,0.1648,-0,-438.908,0,438.908,-0,
0.3215,3.4647,0,5.1351,-0,-3.2516,0,5.0839,-0,1.6705,-0.1648,0.1648,-0,-438.721,0,438.721,-0,
0.3215,3.4647,0,5.1352,-0,-3.2538,0,5.0846,-0,1.6705,-0.1647,0.1647,-0,-438.535,0,438.535,-0,
0.3215,3.4646,0,5.1352,-0,-3.256,0,5.0853,-0,1.6706,-0.1647,0.1647,-0,-438.348,0,438.348,-0,
0.3215,3.4646,0,5.1353,-0,-3.2582,0,5.0861,-0,1.6707,-0.1647,0.1647,-0,-438.161,0,438.161,-0,
0.3216,3.4646,0,5.1354,-0,-3.2604,0,5.0868,-0,1.6708,-0.1646,0.1646,-0,-437.975,0,437.975,-0,
0.3216,3.4645,0,5.1354,-0,-3.2625,0,5.0875,-0,1.6709,-0.1646,0.1646,-0,-437.788,0,437.788,-0,
0.3216,3.4645,0,5.1355,-0,-3.2647,0,5.0882,-0,1.671,-0.1645,0.1645,-0,-437.601,0,437.601,-0,
0.3216,3.4645,0,5.1355,-0,-3.2669,0,5.089,-0,1.671,-0.1645,0.1645,-0,-437.415,0,437.415,-0,
0.3216,3.4644,0,5.1356,-0,-3.2691,0,5.0897,-0,1.6711,-0.1644,0.1644,-0,-437.228,0,437.228,-0,
0.3216,3.4644,0,5.1356,-0,-3.2713,0,5.0904,-0,1.6712,-0.1644,0.1644,-0,-437.041,0,437.041,-0,
0.3216,3.4644,0,5.1357,-0,-3.2735,0,5.0912,-0,1.6713,-0.1644,0.1644,-0,-436.855,0,436.855,-0,
0.3216,3.4643,0,5.1357,-0,-3.2757,0,5.0919,-0,1.6714,-0.1643,0.1643,-0,-436.668,0,436.668,-0,
0.3216,3.4643,0,5.1358,-0,-3.2778,0,5.0926,-0,1.6715,-0.1643,0.1643,-0,-436.481,0,436.481,-0,
0.3216,3.4643,0,5.1358,-0,-3.28,0,5.0933,-0,1.6715,-0.1642,0.1642,-0,-436.294,0,436.294,-0,
0.3217,3.4642,0,5.1359,-0,-3.2822,0,5.0941,-0,1.6716,-0.1642,0.1642,-0,-436.107,0,436.107,-0,
0.3217,3.4642,0,5.1359,-0,-3.2844,0,5.0948,-0,1.6717,-0.1641,0.1641,-0,-435.92,0,435.92,-0,
0.3217,3.4642,0,5.136,-0,-3.2866,0,5.0955,-0,1.6718,-0.1641,0.1641,-0,-435.733,0,435.733,-0,
0.3217,3.4641,0,5.136,-0,-3.2887,0,5.0962,-0,1.6719,-0.1641,0.1641,-0,-435.547,0,435.547,-0,
0.3217,3.4641,0,5.1361,-0,-3.2909,0,5.097,-0,1.672,-0.164,0.164,-0,-435.36,0,435.36,-0,
0.3217,3.4641,0,5.1361,-0,-3.2931,0,5.0977,-0,1.672,-0.164,0.164,-0,-435.173,0,435.173,-0,
0.3217,3.464,0,5.1362,-0,-3.2953,0,5.0984,-0,1.6721,-0.1639,0.1639,-0,-434.986,0,434.986,-0,
0.3217,3.464,0,5.1362,-0,-3.2974,0,5.0991,-0,1.6722,-0.1639,0.1639,-0,-434.798,0,434.798,-0,
0.3217,3.464,0,5.1363,-0,-3.2996,0,5.0999,-0,1.6723,-0.1639,0.1639,-0,-434.611,0,434.611,-0,
0.3217,3.4639,0,5.1363,-0,-3.3018,0,5.1006,-0,1.6724,-0.1638,0.1638,-0,-434.424,0,434.424,-0,
0.3218,3.4639,0,5.1364,-0,-3.304,0,5.1013,-0,1.6725,-0.1638,0.1638,-0,-434.237,0,434.237,-0,
0.3218,3.4639,0,5.1364,-0,-3.3061,0,5.102,-0,1.6725,-0.1637,0.1637,-0,-434.05,0,434.05,-0,
0.3218,3.4638,0,5.1365,-0,-3.3083,0,5.1028,-0,1.6726,-0.1637,0.1637,-0,-433.863,0,433.863,-0,
0.3218,3.4638,0,5.1365,-0,-3.3105,0,5.1035,-0,1.6727,-0.1636,0.1636,-0,-433.676,0,433.676,-0,
